Ngày,Giải Đặc BIệt,Giải Nhất,Giải Nhì,Giải Ba,Giải Tư,Giải Năm,Giải Sáu,Giải Bảy
04-05-2018,95201,58967,"{10010, 48653}","{46003, 94707, 98880, 79004, 30602, 67764}","{0931, 2250, 7111, 9618}","{9192, 7687, 4709, 7866, 3273, 0533}","{831, 251, 239}","{26, 88, 65, 22}"
05-05-2018,29482,91389,"{31679, 42929}","{74794, 38959, 22823, 24836, 52957, 51030}","{8877, 1839, 2756, 5714}","{2277, 2503, 6619, 1901, 1744, 9349}","{526, 175, 730}","{82, 88, 91, 32}"
06-05-2018,78238,33285,"{65320, 93482}","{05122, 05968, 13425, 94069, 56520, 52377}","{6832, 0487, 4274, 8764}","{0194, 3460, 2245, 2981, 1212, 2242}","{652, 967, 790}","{67, 09, 11, 79}"
07-05-2018,85664,41522,"{20463, 40688}","{05782, 88253, 92514, 15596, 84926, 64660}","{5855, 6014, 8906, 8057}","{0962, 4653, 6361, 3368, 1747, 5325}","{191, 761, 926}","{77, 64, 16, 00}"
08-05-2018,35876,48644,"{28603, 02198}","{66200, 54324, 58990, 47390, 91261, 40404}","{9696, 1006, 0282, 6905}","{4928, 0112, 8423, 7728, 7546, 3058}","{040, 138, 094}","{42, 32, 83, 86}"
09-05-2018,55560,06269,"{96219, 06098}","{43974, 16301, 80187, 81569, 44081, 47011}","{6064, 0512, 1552, 7749}","{5541, 3301, 4014, 8606, 8502, 3207}","{896, 212, 638}","{98, 89, 67, 00}"
10-05-2018,69710,79168,"{67684, 91730}","{43106, 78424, 89428, 75531, 32287, 50899}","{5121, 4144, 8395, 7589}","{9087, 5738, 2318, 6322, 6843, 3556}","{499, 191, 433}","{18, 66, 11, 06}"
11-05-2018,37704,72507,"{17392, 98092}","{36104, 27796, 84557, 73882, 06384, 31784}","{2153, 0352, 7472, 6866}","{0392, 0672, 3354, 3392, 5907, 2111}","{930, 704, 172}","{62, 30, 92, 57}"
12-05-2018,98581,98210,"{38971, 41604}","{68379, 44511, 34898, 86208, 07451, 69179}","{6248, 1162, 7327, 6940}","{5669, 5693, 1175, 7092, 1031, 9745}","{795, 846, 823}","{28, 87, 30, 29}"
13-05-2018,27336,81449,"{92626, 55989}","{64379, 78970, 60194, 74579, 97562, 46022}","{9787, 9652, 3589, 3662}","{1382, 7014, 6681, 2392, 9581, 0345}","{059, 553, 917}","{09, 70, 69, 36}"
14-05-2018,41345,19075,"{67639, 10201}","{01958, 05656, 54286, 07355, 59675, 09313}","{0968, 1656, 8232, 2085}","{9040, 5799, 2122, 5493, 7585, 8074}","{361, 184, 488}","{16, 31, 76, 95}"
15-05-2018,10316,89439,"{72970, 44662}","{50795, 10488, 46566, 37254, 47751, 41266}","{2267, 6767, 0277, 1077}","{3536, 1818, 2498, 0560, 5602, 6165}","{805, 129, 214}","{99, 73, 88, 46}"
16-05-2018,71470,78591,"{78911, 26654}","{78882, 05427, 75548, 53914, 52471, 03612}","{2208, 6595, 4544, 4188}","{5353, 5831, 8111, 4542, 1083, 2357}","{388, 877, 913}","{38, 67, 39, 36}"
17-05-2018,87623,27274,"{73945, 99720}","{85511, 64674, 03534, 20707, 59092, 11215}","{1824, 6000, 2839, 4511}","{4318, 5448, 6845, 6684, 3980, 9614}","{941, 427, 930}","{46, 52, 21, 63}"
18-05-2018,38740,87804,"{97669, 68599}","{42323, 61234, 34678, 42826, 43764, 10284}","{9446, 8850, 5222, 5011}","{8516, 0892, 0661, 2556, 8284, 3423}","{443, 927, 918}","{12, 37, 86, 89}"
19-05-2018,15245,78955,"{03119, 26234}","{25690, 03923, 79311, 12278, 50932, 09673}","{1314, 9584, 0384, 2840}","{2582, 3366, 7661, 9826, 8687, 7388}","{954, 867, 401}","{10, 64, 46, 82}"
20-05-2018,32370,81373,"{36705, 53815}","{36962, 33240, 54949, 61253, 56764, 03388}","{0563, 3549, 1669, 6955}","{0080, 5003, 4326, 5840, 1125, 2268}","{629, 602, 909}","{77, 24, 29, 04}"
21-05-2018,06511,43116,"{05917, 85701}","{30295, 66724, 14858, 75890, 97210, 39425}","{0869, 0764, 7121, 9932}","{6820, 4764, 4347, 7471, 5158, 4332}","{162, 164, 819}","{12, 23, 49, 41}"
22-05-2018,81330,19024,"{18124, 78679}","{43885, 06760, 25314, 51693, 25372, 87564}","{6334, 8572, 7030, 7216}","{3208, 2109, 9436, 5665, 7552, 7991}","{911, 773, 211}","{71, 60, 76, 72}"
23-05-2018,37544,86683,"{89324, 68549}","{08603, 29724, 08391, 34033, 25487, 53176}","{3567, 9251, 2471, 6977}","{3916, 0472, 3873, 9966, 9940, 5142}","{672, 222, 661}","{82, 17, 99, 94}"
24-05-2018,42876,19449,"{26883, 48018}","{95699, 48052, 93001, 58938, 02285, 66341}","{1565, 5482, 8448, 0774}","{8791, 8042, 0992, 3709, 9431, 0546}","{327, 146, 876}","{53, 43, 54, 52}"
25-05-2018,89936,92694,"{62170, 63572}","{51396, 67295, 81548, 78652, 23679, 58275}","{5337, 5944, 8805, 1944}","{9721, 6739, 3545, 3059, 6456, 8621}","{435, 048, 344}","{55, 29, 84, 11}"
26-05-2018,70873,33167,"{37308, 09513}","{65247, 20262, 45946, 46825, 60484, 98810}","{8138, 7638, 7918, 4378}","{1649, 3129, 1584, 5534, 9247, 3785}","{265, 553, 473}","{37, 92, 10, 64}"
27-05-2018,63408,31831,"{14085, 55434}","{41023, 24969, 62977, 11749, 14130, 13754}","{2640, 3473, 1917, 4170}","{1412, 4080, 0809, 5185, 3125, 0691}","{175, 715, 865}","{21, 68, 79, 18}"
28-05-2018,44938,04780,"{80423, 36967}","{41762, 41421, 50819, 65964, 18197, 67973}","{4754, 5184, 9197, 4162}","{4191, 3901, 6791, 2752, 4568, 2106}","{628, 205, 271}","{23, 10, 86, 61}"
29-05-2018,26997,04205,"{70919, 61560}","{39455, 68805, 35240, 45918, 39659, 47978}","{2430, 1950, 6705, 1921}","{8046, 2885, 8907, 6897, 5238, 9866}","{790, 263, 419}","{74, 99, 12, 80}"
30-05-2018,43163,33920,"{75186, 47672}","{92942, 27912, 02509, 05676, 74836, 73981}","{9135, 2568, 7826, 5008}","{5713, 2679, 4610, 0593, 6819, 1630}","{262, 011, 414}","{77, 40, 64, 28}"
31-05-2018,93554,26591,"{49386, 21230}","{42605, 19398, 46224, 26882, 80612, 60747}","{8868, 1570, 7367, 9312}","{8036, 5561, 1637, 0249, 2985, 7321}","{411, 990, 425}","{38, 69, 24, 54}"
01-06-2018,99872,54324,"{62621, 44191}","{40549, 39812, 48472, 76585, 84821, 55559}","{6798, 8418, 1947, 8353}","{7816, 9197, 3797, 2602, 4329, 2707}","{022, 480, 497}","{14, 64, 39, 69}"
02-06-2018,79685,40436,"{21818, 95211}","{20006, 64393, 53402, 64358, 48691, 05512}","{2871, 6235, 5173, 9185}","{0908, 7147, 1162, 4095, 3860, 0700}","{685, 825, 219}","{01, 56, 80, 39}"
03-06-2018,97900,09139,"{18583, 30648}","{81154, 32510, 10343, 09174, 37197, 12510}","{0982, 7387, 7533, 4078}","{1613, 9087, 1640, 2523, 7984, 4814}","{072, 559, 240}","{67, 98, 16, 75}"
04-06-2018,68083,83321,"{19752, 31140}","{76580, 74508, 16504, 51988, 65231, 31388}","{4992, 3476, 1420, 3993}","{3563, 7372, 4211, 6331, 4560, 4388}","{567, 486, 673}","{10, 38, 65, 42}"
05-06-2018,08485,84704,"{31064, 25954}","{22480, 30874, 50597, 82076, 20823, 93032}","{9043, 7490, 1600, 8635}","{4793, 7828, 0693, 4756, 5319, 4816}","{727, 080, 646}","{31, 47, 32, 44}"
06-06-2018,66175,05297,"{18104, 92519}","{69219, 33260, 39289, 27151, 37365, 81104}","{1720, 9543, 4711, 5028}","{3838, 2640, 6867, 2790, 7492, 4059}","{964, 108, 793}","{76, 65, 82, 48}"
07-06-2018,45882,14666,"{25630, 57640}","{86077, 56814, 46595, 45249, 47089, 49865}","{7003, 2518, 9838, 5952}","{5084, 0321, 9578, 6689, 2774, 7870}","{759, 029, 302}","{64, 25, 88, 12}"
08-06-2018,27538,45413,"{17225, 37946}","{79016, 00523, 53977, 30064, 66370, 17780}","{7334, 3388, 4725, 7246}","{6609, 6048, 6823, 0666, 4624, 8059}","{506, 261, 421}","{83, 17, 48, 33}"
09-06-2018,54099,15572,"{54382, 51227}","{76336, 33684, 15730, 04088, 83004, 19652}","{8428, 5445, 8175, 6291}","{8907, 4798, 7371, 5118, 9201, 4517}","{573, 762, 187}","{64, 35, 48, 19}"
10-06-2018,01603,91334,"{83866, 57967}","{81504, 55996, 06546, 34537, 78774, 79267}","{9673, 2717, 7474, 9433}","{5267, 0745, 3475, 4589, 1377, 5350}","{590, 531, 406}","{80, 67, 55, 22}"
11-06-2018,35854,55456,"{36398, 06618}","{95560, 37997, 57252, 85867, 76489, 23428}","{2647, 7091, 5434, 6921}","{3923, 5383, 2172, 3765, 9151, 9349}","{431, 894, 058}","{25, 36, 79, 99}"
12-06-2018,64199,48878,"{45906, 36352}","{32475, 20367, 15636, 43388, 92855, 67525}","{6306, 3694, 9984, 0080}","{6094, 4084, 8914, 8941, 1500, 6554}","{816, 787, 962}","{53, 70, 01, 50}"
13-06-2018,03937,30381,"{94879, 73381}","{66973, 65576, 97303, 84389, 86066, 26590}","{0710, 7782, 1460, 7997}","{5308, 0822, 0029, 0792, 3100, 0227}","{378, 552, 543}","{97, 92, 62, 23}"
14-06-2018,54343,72457,"{87110, 31630}","{90243, 62895, 08534, 13384, 18724, 51904}","{5601, 4125, 0044, 5704}","{9218, 9272, 9215, 7165, 6071, 8780}","{266, 356, 613}","{76, 90, 02, 50}"
15-06-2018,70145,64580,"{94447, 20335}","{36217, 74028, 14355, 71784, 51147, 15163}","{7426, 4410, 7833, 8483}","{2422, 7177, 7652, 9853, 0466, 2088}","{583, 153, 551}","{02, 73, 39, 10}"
16-06-2018,81948,16974,"{18720, 04766}","{32740, 02998, 24119, 96773, 87069, 53222}","{7076, 1692, 2097, 4226}","{2124, 9743, 3730, 5189, 7418, 1602}","{089, 321, 098}","{16, 05, 00, 14}"
17-06-2018,83564,01838,"{44635, 90054}","{95808, 31304, 68664, 87891, 15561, 80316}","{5047, 9059, 6878, 1197}","{0836, 7639, 6640, 3987, 4988, 0340}","{487, 673, 002}","{83, 39, 06, 81}"
18-06-2018,86133,56697,"{41104, 06349}","{28749, 27284, 04137, 37947, 41001, 78224}","{1780, 7596, 4593, 5824}","{1391, 2673, 8181, 7399, 3851, 4870}","{501, 069, 440}","{34, 88, 53, 68}"
19-06-2018,15489,86695,"{68207, 67905}","{00096, 67004, 18355, 81739, 29737, 15954}","{3858, 9099, 1147, 6636}","{2890, 3280, 8190, 5703, 1251, 7168}","{509, 244, 565}","{71, 41, 66, 27}"
20-06-2018,81615,64598,"{77577, 15569}","{42049, 65582, 12321, 81482, 87368, 25578}","{5363, 4650, 7013, 1617}","{5039, 2768, 7517, 1953, 5007, 9911}","{470, 150, 961}","{58, 78, 45, 84}"
21-06-2018,57997,17000,"{68636, 22107}","{49826, 32658, 76478, 62499, 94156, 09477}","{3063, 1872, 2760, 1652}","{0985, 0061, 4296, 2820, 4586, 5378}","{773, 386, 403}","{72, 46, 68, 56}"
22-06-2018,03183,31658,"{19745, 36684}","{99024, 08030, 94417, 12244, 78967, 17429}","{8336, 8834, 2839, 6192}","{5268, 7877, 3539, 5798, 6478, 3800}","{239, 804, 309}","{70, 51, 95, 69}"
23-06-2018,50296,57174,"{73432, 78564}","{05200, 75753, 67380, 96889, 53231, 42760}","{3722, 2600, 7337, 5030}","{7144, 0639, 3775, 7603, 4176, 4792}","{562, 922, 867}","{42, 96, 67, 86}"
24-06-2018,46249,34611,"{86992, 07282}","{97504, 30615, 31859, 91939, 75278, 38736}","{8497, 8188, 1214, 4177}","{1487, 2491, 2927, 4889, 0981, 7695}","{516, 472, 801}","{05, 22, 37, 29}"
25-06-2018,01883,29234,"{29864, 58259}","{75481, 58890, 99556, 40466, 80271, 02631}","{4288, 5102, 2827, 0213}","{9692, 8225, 2759, 5740, 5817, 3472}","{279, 863, 739}","{53, 93, 04, 43}"
26-06-2018,53992,17382,"{81293, 53582}","{08963, 02304, 45971, 36809, 54160, 25046}","{5116, 4604, 1583, 5222}","{3055, 8905, 4377, 6385, 3971, 9632}","{565, 592, 641}","{19, 56, 35, 48}"
27-06-2018,31098,46842,"{77102, 20574}","{78382, 20101, 94692, 09399, 50884, 26221}","{4483, 5182, 9289, 9710}","{3465, 6147, 7939, 6692, 3816, 9741}","{733, 521, 672}","{58, 96, 49, 01}"
28-06-2018,51594,59303,"{01017, 47499}","{65604, 97330, 33816, 44270, 67372, 15714}","{7930, 3330, 9480, 1750}","{6163, 7431, 7991, 3249, 6973, 6511}","{702, 353, 131}","{75, 34, 10, 81}"
29-06-2018,66983,94158,"{09557, 20514}","{38801, 90908, 51189, 40845, 91704, 33997}","{1585, 3642, 3449, 4572}","{4980, 6126, 2677, 3818, 0152, 0715}","{678, 805, 402}","{29, 51, 79, 15}"
30-06-2018,02442,04043,"{58195, 74126}","{17799, 78116, 24376, 93805, 92792, 59599}","{8706, 6830, 8198, 5454}","{7075, 4288, 8733, 6425, 0074, 2175}","{124, 152, 880}","{33, 80, 53, 93}"
01-07-2018,66017,37700,"{42062, 57696}","{48478, 28746, 44641, 00892, 29809, 45629}","{5158, 5924, 7685, 4512}","{8500, 9664, 5994, 6295, 8267, 0501}","{648, 773, 259}","{57, 86, 49, 10}"
02-07-2018,23587,78302,"{01894, 49918}","{93998, 78527, 63833, 39241, 11863, 73179}","{3832, 7552, 4747, 9894}","{0690, 6514, 9771, 3340, 9445, 7222}","{556, 584, 473}","{74, 12, 57, 68}"
03-07-2018,09530,32834,"{96513, 27795}","{80280, 66092, 66619, 72429, 88243, 06863}","{8420, 8283, 7114, 7851}","{4444, 4704, 1159, 0361, 1658, 8926}","{095, 668, 559}","{34, 48, 35, 44}"
04-07-2018,31995,02855,"{60477, 48820}","{91806, 65916, 29063, 09216, 23606, 53319}","{1859, 3482, 1692, 4602}","{9639, 1098, 3635, 9214, 0982, 9671}","{155, 553, 962}","{62, 20, 47, 46}"
05-07-2018,92295,80208,"{26383, 03453}","{09646, 16688, 17921, 04814, 21668, 23198}","{1158, 7397, 8122, 6340}","{0229, 0271, 6499, 0715, 9104, 9528}","{480, 802, 928}","{36, 68, 44, 18}"
06-07-2018,93514,07894,"{96887, 00582}","{73628, 05590, 54402, 48531, 07555, 21756}","{4549, 5277, 5910, 6582}","{3781, 6557, 9684, 0786, 5644, 3931}","{394, 722, 414}","{24, 44, 75, 99}"
07-07-2018,41967,63209,"{40959, 62787}","{99672, 20330, 49456, 28688, 35969, 27857}","{7227, 6461, 8587, 1790}","{5456, 0269, 0673, 9302, 2246, 1582}","{716, 223, 831}","{60, 97, 55, 57}"
08-07-2018,75299,77412,"{14075, 45755}","{30048, 00667, 60134, 53524, 47959, 53973}","{3836, 0428, 0072, 2557}","{1955, 8576, 7058, 2041, 1418, 2628}","{161, 965, 326}","{78, 87, 03, 53}"
09-07-2018,14845,69900,"{28840, 83539}","{08931, 27123, 16980, 19967, 30417, 36739}","{0265, 2172, 4034, 8695}","{8604, 5540, 1373, 8129, 2469, 8205}","{050, 357, 571}","{93, 65, 63, 48}"
10-07-2018,76157,85182,"{39521, 44012}","{58949, 87866, 49510, 71715, 59256, 77348}","{5875, 6500, 9322, 3512}","{7307, 2994, 0342, 6331, 2435, 6240}","{256, 275, 169}","{54, 81, 06, 95}"
11-07-2018,19854,89656,"{02068, 68949}","{43428, 31371, 23889, 17575, 94572, 99275}","{7551, 8102, 8005, 3026}","{9346, 3094, 0810, 0793, 9202, 0207}","{895, 971, 485}","{90, 45, 46, 89}"
12-07-2018,09965,77633,"{77574, 43142}","{52150, 11721, 86093, 70908, 22577, 97607}","{7953, 4278, 0301, 7208}","{9262, 2683, 9619, 6127, 7616, 6598}","{839, 310, 082}","{36, 27, 60, 91}"
13-07-2018,48401,89498,"{33695, 17361}","{10254, 43317, 11287, 61554, 73093, 96016}","{3591, 8838, 6814, 7689}","{1606, 8554, 1155, 6995, 1061, 3702}","{261, 010, 889}","{16, 87, 46, 50}"
14-07-2018,78023,30328,"{86794, 35471}","{35975, 91231, 66283, 48396, 47735, 62023}","{7381, 0043, 8848, 2335}","{1821, 3209, 2124, 2446, 4430, 7823}","{856, 312, 231}","{82, 33, 48, 79}"
15-07-2018,84740,15088,"{83141, 38821}","{48636, 37454, 64598, 99073, 35570, 04221}","{8118, 0397, 9184, 3855}","{8823, 9549, 6644, 5081, 1614, 2990}","{909, 620, 817}","{38, 57, 95, 58}"
16-07-2018,44371,38326,"{10518, 38657}","{38697, 47666, 68942, 18825, 29296, 54572}","{5586, 0171, 0290, 4334}","{9029, 7133, 1571, 7084, 9038, 1203}","{060, 041, 335}","{40, 70, 06, 07}"
17-07-2018,88323,12739,"{33074, 36293}","{66566, 88487, 05131, 09596, 71509, 48275}","{1516, 9035, 8650, 5997}","{6839, 4460, 6258, 2707, 6424, 3259}","{052, 972, 116}","{19, 74, 88, 17}"
18-07-2018,09669,89036,"{40022, 59729}","{13697, 86117, 03997, 95095, 35001, 03027}","{8980, 4630, 7303, 3420}","{1249, 0203, 4353, 9665, 0677, 1756}","{383, 976, 145}","{45, 53, 65, 37}"
19-07-2018,15817,47188,"{74251, 32807}","{19107, 49924, 19676, 45029, 09409, 03641}","{4706, 0207, 8564, 9262}","{7596, 3229, 0697, 1928, 6015, 7274}","{645, 318, 335}","{07, 86, 15, 89}"
20-07-2018,32749,15995,"{01892, 11453}","{93216, 85762, 31926, 40024, 84647, 71836}","{4091, 7288, 8722, 7919}","{2517, 9914, 6555, 8403, 0104, 4631}","{327, 014, 578}","{99, 39, 31, 23}"
21-07-2018,16268,70185,"{09860, 56217}","{26830, 66738, 35457, 63589, 39026, 87213}","{5989, 9209, 0585, 6436}","{1469, 0029, 1912, 9271, 4170, 4640}","{014, 043, 347}","{40, 70, 31, 42}"
22-07-2018,77892,58381,"{22268, 51927}","{78761, 83061, 40355, 97657, 67596, 41464}","{4389, 2492, 8127, 2840}","{7985, 8153, 9475, 2093, 1369, 6803}","{495, 104, 962}","{99, 67, 43, 07}"
23-07-2018,95786,50864,"{62554, 03768}","{81229, 58614, 15410, 81309, 85056, 22727}","{3072, 9623, 8454, 1227}","{0902, 1476, 0195, 8925, 1744, 2483}","{576, 903, 890}","{58, 27, 49, 50}"
24-07-2018,91570,97669,"{97482, 01367}","{06934, 15127, 70523, 71273, 24495, 77319}","{5016, 9075, 2963, 6279}","{6086, 1042, 6591, 1862, 0141, 2532}","{087, 440, 144}","{21, 08, 81, 96}"
25-07-2018,43841,33562,"{27053, 38107}","{19036, 08672, 07840, 37066, 04314, 76462}","{4791, 6490, 3320, 8273}","{2093, 8088, 5577, 0699, 3707, 0834}","{818, 983, 504}","{64, 59, 68, 35}"
26-07-2018,59356,54715,"{81111, 59595}","{95632, 17719, 42858, 83473, 62660, 25918}","{9526, 4178, 5671, 2054}","{2632, 1060, 5359, 4249, 6596, 1922}","{305, 685, 581}","{09, 20, 28, 50}"
27-07-2018,69031,60280,"{63676, 53151}","{34496, 48477, 35248, 31316, 47068, 47937}","{8891, 7012, 2254, 9796}","{7474, 0193, 7260, 1277, 3761, 6266}","{326, 473, 183}","{70, 64, 79, 19}"
28-07-2018,20833,16272,"{12917, 65181}","{15064, 81005, 25757, 89686, 78466, 84411}","{5278, 7124, 6223, 2967}","{6171, 8541, 1759, 0562, 8678, 6857}","{467, 973, 894}","{47, 02, 84, 64}"
29-07-2018,69492,88817,"{28702, 13720}","{03588, 36484, 42466, 42433, 87586, 94282}","{8495, 5161, 6192, 5157}","{2139, 6041, 0231, 3959, 8693, 1839}","{680, 759, 492}","{47, 01, 48, 05}"
30-07-2018,19672,28906,"{78784, 92305}","{66006, 50641, 61297, 48080, 80822, 22435}","{5692, 1697, 7254, 2443}","{2487, 8885, 4083, 7838, 2546, 7922}","{624, 751, 598}","{81, 43, 44, 90}"
31-07-2018,28236,77456,"{36893, 89823}","{15446, 84232, 72103, 25666, 46392, 67876}","{0301, 8076, 7202, 5826}","{7274, 3516, 7737, 4944, 0777, 6783}","{139, 242, 061}","{70, 86, 48, 51}"
01-08-2018,41128,84415,"{04755, 58311}","{11509, 16747, 73342, 27766, 09650, 33345}","{7067, 5799, 2969, 0420}","{8910, 8864, 5787, 7967, 4007, 2167}","{163, 419, 221}","{47, 14, 11, 49}"
02-08-2018,25638,36202,"{86786, 74188}","{69163, 75122, 23688, 80399, 19096, 23834}","{4173, 7897, 1656, 6186}","{6267, 1090, 0769, 3468, 6508, 6544}","{644, 640, 786}","{34, 67, 20, 89}"
03-08-2018,49786,41963,"{22436, 09007}","{49449, 40401, 56566, 55192, 18920, 05414}","{6813, 6192, 8050, 5544}","{8183, 5279, 6416, 2292, 2970, 6392}","{215, 545, 972}","{64, 33, 48, 80}"
04-08-2018,88624,96792,"{34453, 34579}","{81674, 83035, 91802, 05501, 35672, 62985}","{9697, 5366, 9962, 0914}","{7665, 1091, 6288, 0662, 8141, 7676}","{208, 422, 183}","{93, 23, 86, 39}"
05-08-2018,92138,14223,"{49049, 81078}","{18158, 92848, 45781, 20775, 00776, 63761}","{1466, 2529, 3858, 7033}","{6830, 3567, 1402, 2556, 2535, 3929}","{649, 317, 351}","{10, 11, 20, 39}"
06-08-2018,84214,48733,"{53775, 08672}","{39931, 79718, 83393, 71437, 14244, 28127}","{2594, 1857, 4840, 5917}","{5627, 7458, 1214, 3853, 1083, 7991}","{701, 319, 399}","{65, 88, 32, 98}"
07-08-2018,12723,66716,"{23425, 28390}","{42133, 40549, 21463, 61965, 54581, 95633}","{7689, 5946, 3549, 3665}","{7369, 8084, 5492, 2228, 3402, 5867}","{686, 993, 643}","{79, 58, 97, 77}"
08-08-2018,90929,78718,"{87900, 14335}","{07058, 94552, 75765, 16456, 99799, 18328}","{0187, 3063, 7874, 4661}","{7306, 6904, 9459, 8336, 3336, 2074}","{279, 789, 225}","{04, 46, 16, 36}"
09-08-2018,47717,74225,"{30885, 73525}","{27937, 63431, 56177, 85882, 38901, 30283}","{5544, 0669, 0152, 3563}","{2969, 3788, 9395, 6829, 8712, 6012}","{856, 716, 057}","{76, 86, 18, 68}"
10-08-2018,93681,32897,"{26769, 73802}","{85686, 97610, 80686, 43817, 86246, 91304}","{9631, 6326, 5931, 9597}","{8794, 0281, 7886, 4886, 7526, 0534}","{135, 028, 553}","{23, 72, 91, 39}"
11-08-2018,10460,50896,"{23618, 35499}","{35745, 98881, 78586, 51068, 79193, 01467}","{7455, 2184, 0966, 6848}","{7704, 6419, 4428, 6011, 1075, 1223}","{017, 062, 208}","{64, 53, 82, 21}"
12-08-2018,46677,00916,"{78280, 66177}","{35328, 85318, 64767, 33112, 20348, 51027}","{9941, 3367, 1795, 4442}","{3545, 2382, 1578, 2074, 0609, 1296}","{522, 993, 700}","{94, 19, 24, 33}"
13-08-2018,62149,81906,"{01726, 77637}","{67925, 18847, 99895, 73784, 16954, 31583}","{3729, 4465, 1824, 3786}","{2496, 3302, 2442, 8681, 2901, 2516}","{784, 912, 501}","{00, 02, 67, 38}"
14-08-2018,79386,76807,"{37122, 24309}","{70623, 15810, 83130, 02198, 93673, 74266}","{1373, 5578, 4143, 7548}","{3898, 4208, 3219, 6080, 3781, 0124}","{827, 982, 155}","{41, 51, 25, 14}"
15-08-2018,33662,56108,"{01914, 79749}","{77912, 18928, 89207, 74638, 28192, 04500}","{7679, 8693, 1646, 5149}","{9977, 1453, 9785, 0376, 8554, 2167}","{591, 904, 892}","{26, 84, 98, 24}"
16-08-2018,89187,67700,"{08153, 74389}","{00345, 99448, 40860, 44671, 06666, 23254}","{2957, 6261, 5720, 4487}","{5367, 4867, 6224, 4747, 5676, 5151}","{488, 955, 564}","{69, 28, 20, 89}"
17-08-2018,92527,98631,"{19670, 10736}","{61392, 12020, 85338, 84594, 36260, 41012}","{9929, 9246, 8862, 3113}","{9334, 2255, 7983, 4562, 5280, 4525}","{325, 931, 501}","{68, 74, 91, 22}"
18-08-2018,00177,22289,"{57860, 48409}","{67890, 77140, 59527, 80430, 03471, 32036}","{4355, 6723, 4339, 5688}","{8676, 9779, 4414, 9619, 1433, 9171}","{765, 966, 292}","{35, 44, 54, 46}"
19-08-2018,11219,41453,"{06491, 76098}","{24551, 58984, 52666, 67104, 14093, 16634}","{5246, 6871, 9737, 7119}","{0499, 2059, 0139, 8152, 1503, 7221}","{201, 965, 907}","{65, 63, 19, 91}"
20-08-2018,93757,35604,"{61096, 44364}","{99354, 59281, 60959, 15259, 08892, 25279}","{8876, 8887, 5165, 6469}","{5485, 6159, 5596, 3190, 3158, 6451}","{703, 387, 858}","{78, 83, 95, 53}"
21-08-2018,92056,38670,"{79011, 93194}","{32880, 33677, 82474, 91971, 86071, 86620}","{5372, 7570, 2368, 1723}","{8031, 8660, 3475, 1179, 3756, 3319}","{998, 865, 755}","{44, 49, 76, 26}"
22-08-2018,57873,92920,"{52262, 09941}","{96272, 22551, 71874, 22308, 09347, 30659}","{3821, 3568, 1310, 6039}","{4842, 5398, 2630, 3074, 6385, 0414}","{149, 187, 436}","{85, 26, 12, 21}"
23-08-2018,48935,24089,"{81487, 13646}","{27470, 77815, 30977, 43820, 99786, 39231}","{4191, 5483, 8632, 0787}","{3736, 0340, 5407, 9702, 0137, 0024}","{030, 205, 482}","{12, 56, 35, 14}"
24-08-2018,63517,65257,"{31320, 07516}","{76329, 86984, 06338, 59957, 32367, 61300}","{4421, 2217, 4333, 2163}","{1314, 0040, 7336, 8582, 1637, 8547}","{122, 379, 565}","{66, 90, 78, 33}"
25-08-2018,54360,20770,"{14712, 14224}","{51794, 03451, 40740, 19081, 39455, 81753}","{9758, 8176, 7132, 9884}","{4232, 0204, 5914, 5607, 6763, 6540}","{599, 556, 959}","{98, 45, 52, 20}"
26-08-2018,85081,60157,"{13104, 05763}","{64150, 59489, 82216, 26825, 59445, 25463}","{1987, 4935, 2161, 4149}","{7667, 3294, 6857, 1967, 4679, 3000}","{714, 184, 456}","{37, 03, 86, 40}"
27-08-2018,52987,48260,"{05409, 53235}","{92631, 31174, 29419, 02155, 30974, 43800}","{1360, 3549, 3534, 3880}","{8298, 4398, 0907, 1709, 2527, 5582}","{463, 957, 387}","{65, 24, 85, 38}"
28-08-2018,33327,91427,"{23383, 87975}","{18202, 87131, 54723, 82526, 70901, 93022}","{9090, 4236, 8177, 6620}","{2226, 4122, 7719, 1275, 1385, 7845}","{281, 427, 080}","{76, 03, 96, 56}"
29-08-2018,19187,04512,"{15170, 24843}","{28849, 58478, 46188, 74462, 25262, 78772}","{4953, 7793, 4354, 0619}","{3010, 2828, 2992, 6905, 1173, 2636}","{573, 017, 208}","{54, 34, 00, 67}"
30-08-2018,14660,69109,"{01738, 26007}","{28397, 22246, 52422, 55062, 38808, 29431}","{5667, 4798, 3893, 7944}","{2924, 7759, 5013, 4673, 9473, 6416}","{329, 993, 439}","{73, 16, 79, 43}"
31-08-2018,21067,47999,"{30963, 18239}","{12991, 92232, 74029, 72234, 13567, 78387}","{6707, 4453, 6091, 6565}","{7440, 7312, 9301, 6006, 1364, 4988}","{129, 152, 856}","{97, 08, 69, 15}"
